From_keyCount,To_keyCount,From_wallet,To_wallet,Transition_count,From_total,Transition_fraction,Is_unique
3,4,(1),(1 AND 2 AND 3) OR (1 AND 2 AND 4) OR (1 AND 3 AND 4),0,369,0.000000,False
3,4,(1),(1 AND 2 AND 3) OR (1 AND 2 AND 4) OR (1 AND 3 AND 4) OR (2 AND 3 AND 4),26,369,0.070461,True
3,4,(1),(1 AND 2 AND 3 AND 4),0,369,0.000000,False
3,4,(1) OR (2),(1),0,449,0.000000,False
3,4,(1) OR (2),(1) OR (2),15,449,0.033408,True
3,4,(1) OR (2),(1) OR (2) OR (3),0,449,0.000000,False
3,4,(1) OR (2),(1) OR (2) OR (3) OR (4),0,449,0.000000,False
3,4,(1) OR (2),(1) OR (2) OR (3 AND 4),46,449,0.102450,True
3,4,(1) OR (2),(1) OR (2 AND 3),0,449,0.000000,False
3,4,(1) OR (2),(1) OR (2 AND 3) OR (2 AND 4),0,449,0.000000,False
3,4,(1) OR (2),(1) OR (2 AND 3) OR (2 AND 4) OR (3 AND 4),153,449,0.340757,True
3,4,(1) OR (2),(1) OR (2 AND 3 AND 4),0,449,0.000000,False
3,4,(1) OR (2),(1 AND 2),0,449,0.000000,False
3,4,(1) OR (2),(1 AND 2) OR (1 AND 3),0,449,0.000000,False
3,4,(1) OR (2),(1 AND 2) OR (1 AND 3) OR (2 AND 3),0,449,0.000000,False
3,4,(1) OR (2),(1 AND 2) OR (1 AND 3) OR (2 AND 3) OR (1 AND 4),0,449,0.000000,False
3,4,(1) OR (2),(1 AND 2) OR (1 AND 3) OR (2 AND 3) OR (1 AND 4) OR (2 AND 4),0,449,0.000000,False
3,4,(1) OR (2),(1 AND 2) OR (1 AND 3) OR (2 AND 3) OR (1 AND 4) OR (2 AND 4) OR (3 AND 4),235,449,0.523385,True
3,4,(1) OR (2),(1 AND 2) OR (1 AND 3) OR (1 AND 4),0,449,0.000000,False
3,4,(1) OR (2),(1 AND 2) OR (1 AND 3) OR (1 AND 4) OR (2 AND 3 AND 4),0,449,0.000000,False
3,4,(1) OR (2),(1 AND 2) OR (1 AND 3) OR (2 AND 4),0,449,0.000000,False
3,4,(1) OR (2),(1 AND 2) OR (1 AND 3) OR (2 AND 4) OR (3 AND 4),0,449,0.000000,False
3,4,(1) OR (2),(1 AND 2) OR (1 AND 3) OR (2 AND 3 AND 4),0,449,0.000000,False
3,4,(1) OR (2),(1 AND 2) OR (3 AND 4),0,449,0.000000,False
3,4,(1) OR (2),(1 AND 2) OR (1 AND 3 AND 4),0,449,0.000000,False
3,4,(1) OR (2),(1 AND 2) OR (1 AND 3 AND 4) OR (2 AND 3 AND 4),0,449,0.000000,False
3,4,(1) OR (2),(1 AND 2 AND 3),0,449,0.000000,False
3,4,(1) OR (2),(1 AND 2 AND 3) OR (1 AND 2 AND 4),0,449,0.000000,False
3,4,(1) OR (2),(1 AND 2 AND 3) OR (1 AND 2 AND 4) OR (1 AND 3 AND 4),0,449,0.000000,False
3,4,(1) OR (2),(1 AND 2 AND 3) OR (1 AND 2 AND 4) OR (1 AND 3 AND 4) OR (2 AND 3 AND 4),0,449,0.000000,False
3,4,(1) OR (2),(1 AND 2 AND 3 AND 4),0,449,0.000000,False
3,4,(1) OR (2) OR (3),(1),0,560,0.000000,False
3,4,(1) OR (2) OR (3),(1) OR (2),0,560,0.000000,False
3,4,(1) OR (2) OR (3),(1) OR (2) OR (3),94,560,0.167857,True
3,4,(1) OR (2) OR (3),(1) OR (2) OR (3) OR (4),165,560,0.294643,True
3,4,(1) OR (2) OR (3),(1) OR (2) OR (3 AND 4),113,560,0.201786,True
3,4,(1) OR (2) OR (3),(1) OR (2 AND 3),0,560,0.000000,False
3,4,(1) OR (2) OR (3),(1) OR (2 AND 3) OR (2 AND 4),0,560,0.000000,False
3,4,(1) OR (2) OR (3),(1) OR (2 AND 3) OR (2 AND 4) OR (3 AND 4),58,560,0.103571,True
3,4,(1) OR (2) OR (3),(1) OR (2 AND 3 AND 4),0,560,0.000000,False
3,4,(1) OR (2) OR (3),(1 AND 2),0,560,0.000000,False
3,4,(1) OR (2) OR (3),(1 AND 2) OR (1 AND 3),0,560,0.000000,False
3,4,(1) OR (2) OR (3),(1 AND 2) OR (1 AND 3) OR (2 AND 3),0,560,0.000000,False
3,4,(1) OR (2) OR (3),(1 AND 2) OR (1 AND 3) OR (2 AND 3) OR (1 AND 4),0,560,0.000000,False
3,4,(1) OR (2) OR (3),(1 AND 2) OR (1 AND 3) OR (2 AND 3) OR (1 AND 4) OR (2 AND 4),0,560,0.000000,False
3,4,(1) OR (2) OR (3),(1 AND 2) OR (1 AND 3) OR (2 AND 3) OR (1 AND 4) OR (2 AND 4) OR (3 AND 4),130,560,0.232143,True
3,4,(1) OR (2) OR (3),(1 AND 2) OR (1 AND 3) OR (1 AND 4),0,560,0.000000,False
3,4,(1) OR (2) OR (3),(1 AND 2) OR (1 AND 3) OR (1 AND 4) OR (2 AND 3 AND 4),0,560,0.000000,False
3,4,(1) OR (2) OR (3),(1 AND 2) OR (1 AND 3) OR (2 AND 4),0,560,0.000000,False
3,4,(1) OR (2) OR (3),(1 AND 2) OR (1 AND 3) OR (2 AND 4) OR (3 AND 4),0,560,0.000000,False
3,4,(1) OR (2) OR (3),(1 AND 2) OR (1 AND 3) OR (2 AND 3 AND 4),0,560,0.000000,False
3,4,(1) OR (2) OR (3),(1 AND 2) OR (3 AND 4),0,560,0.000000,False
3,4,(1) OR (2) OR (3),(1 AND 2) OR (1 AND 3 AND 4),0,560,0.000000,False
3,4,(1) OR (2) OR (3),(1 AND 2) OR (1 AND 3 AND 4) OR (2 AND 3 AND 4),0,560,0.000000,False
3,4,(1) OR (2) OR (3),(1 AND 2 AND 3),0,560,0.000000,False
3,4,(1) OR (2) OR (3),(1 AND 2 AND 3) OR (1 AND 2 AND 4),0,560,0.000000,False
3,4,(1) OR (2) OR (3),(1 AND 2 AND 3) OR (1 AND 2 AND 4) OR (1 AND 3 AND 4),0,560,0.000000,False
3,4,(1) OR (2) OR (3),(1 AND 2 AND 3) OR (1 AND 2 AND 4) OR (1 AND 3 AND 4) OR (2 AND 3 AND 4),0,560,0.000000,False
3,4,(1) OR (2) OR (3),(1 AND 2 AND 3 AND 4),0,560,0.000000,False
3,4,(1) OR (2 AND 3),(1),0,677,0.000000,False
3,4,(1) OR (2 AND 3),(1) OR (2),0,677,0.000000,False
3,4,(1) OR (2 AND 3),(1) OR (2) OR (3),0,677,0.000000,False
3,4,(1) OR (2 AND 3),(1) OR (2) OR (3) OR (4),0,677,0.000000,False
3,4,(1) OR (2 AND 3),(1) OR (2) OR (3 AND 4),0,677,0.000000,False
3,4,(1) OR (2 AND 3),(1) OR (2 AND 3),0,677,0.000000,False
3,4,(1) OR (2 AND 3),(1) OR (2 AND 3) OR (2 AND 4),2,677,0.002954,True
3,4,(1) OR (2 AND 3),(1) OR (2 AND 3) OR (2 AND 4) OR (3 AND 4),3,677,0.004431,True
3,4,(1) OR (2 AND 3),(1) OR (2 AND 3 AND 4),2,677,0.002954,True
3,4,(1) OR (2 AND 3),(1 AND 2),0,677,0.000000,False
3,4,(1) OR (2 AND 3),(1 AND 2) OR (1 AND 3),0,677,0.000000,False
3,4,(1) OR (2 AND 3),(1 AND 2) OR (1 AND 3) OR (2 AND 3),0,677,0.000000,False
3,4,(1) OR (2 AND 3),(1 AND 2) OR (1 AND 3) OR (2 AND 3) OR (1 AND 4),0,677,0.000000,False
3,4,(1) OR (2 AND 3),(1 AND 2) OR (1 AND 3) OR (2 AND 3) OR (1 AND 4) OR (2 AND 4),24,677,0.035451,True
3,4,(1) OR (2 AND 3),(1 AND 2) OR (1 AND 3) OR (2 AND 3) OR (1 AND 4) OR (2 AND 4) OR (3 AND 4),643,677,0.949778,True
3,4,(1) OR (2 AND 3),(1 AND 2) OR (1 AND 3) OR (1 AND 4),0,677,0.000000,False
3,4,(1) OR (2 AND 3),(1 AND 2) OR (1 AND 3) OR (1 AND 4) OR (2 AND 3 AND 4),0,677,0.000000,False
3,4,(1) OR (2 AND 3),(1 AND 2) OR (1 AND 3) OR (2 AND 4),0,677,0.000000,False
3,4,(1) OR (2 AND 3),(1 AND 2) OR (1 AND 3) OR (2 AND 4) OR (3 AND 4),3,677,0.004431,True
3,4,(1) OR (2 AND 3),(1 AND 2) OR (1 AND 3) OR (2 AND 3 AND 4),0,677,0.000000,False
3,4,(1) OR (2 AND 3),(1 AND 2) OR (3 AND 4),0,677,0.000000,False
3,4,(1) OR (2 AND 3),(1 AND 2) OR (1 AND 3 AND 4),0,677,0.000000,False
3,4,(1) OR (2 AND 3),(1 AND 2) OR (1 AND 3 AND 4) OR (2 AND 3 AND 4),0,677,0.000000,False
3,4,(1) OR (2 AND 3),(1 AND 2 AND 3),0,677,0.000000,False
3,4,(1) OR (2 AND 3),(1 AND 2 AND 3) OR (1 AND 2 AND 4),0,677,0.000000,False
3,4,(1) OR (2 AND 3),(1 AND 2 AND 3) OR (1 AND 2 AND 4) OR (1 AND 3 AND 4),0,677,0.000000,False
3,4,(1) OR (2 AND 3),(1 AND 2 AND 3) OR (1 AND 2 AND 4) OR (1 AND 3 AND 4) OR (2 AND 3 AND 4),0,677,0.000000,False
3,4,(1) OR (2 AND 3),(1 AND 2 AND 3 AND 4),0,677,0.000000,False
3,4,(1 AND 2),(1),0,449,0.000000,False
3,4,(1 AND 2),(1) OR (2),0,449,0.000000,False
3,4,(1 AND 2),(1) OR (2) OR (3),0,449,0.000000,False
3,4,(1 AND 2),(1) OR (2) OR (3) OR (4),0,449,0.000000,False
3,4,(1 AND 2),(1) OR (2) OR (3 AND 4),0,449,0.000000,False
3,4,(1 AND 2),(1) OR (2 AND 3),0,449,0.000000,False
3,4,(1 AND 2),(1) OR (2 AND 3) OR (2 AND 4),0,449,0.000000,False
3,4,(1 AND 2),(1) OR (2 AND 3) OR (2 AND 4) OR (3 AND 4),0,449,0.000000,False
3,4,(1 AND 2),(1) OR (2 AND 3 AND 4),0,449,0.000000,False
3,4,(1 AND 2),(1 AND 2),15,449,0.033408,True
3,4,(1 AND 2),(1 AND 2) OR (1 AND 3),0,449,0.000000,False
3,4,(1 AND 2),(1 AND 2) OR (1 AND 3) OR (2 AND 3),0,449,0.000000,False
3,4,(1 AND 2),(1 AND 2) OR (1 AND 3) OR (2 AND 3) OR (1 AND 4),0,449,0.000000,False
3,4,(1 AND 2),(1 AND 2) OR (1 AND 3) OR (2 AND 3) OR (1 AND 4) OR (2 AND 4),0,449,0.000000,False
3,4,(1 AND 2),(1 AND 2) OR (1 AND 3) OR (2 AND 3) OR (1 AND 4) OR (2 AND 4) OR (3 AND 4),0,449,0.000000,False
3,4,(1 AND 2),(1 AND 2) OR (1 AND 3) OR (1 AND 4),0,449,0.000000,False
3,4,(1 AND 2),(1 AND 2) OR (1 AND 3) OR (1 AND 4) OR (2 AND 3 AND 4),0,449,0.000000,False
3,4,(1 AND 2),(1 AND 2) OR (1 AND 3) OR (2 AND 4),0,449,0.000000,False
3,4,(1 AND 2),(1 AND 2) OR (1 AND 3) OR (2 AND 4) OR (3 AND 4),0,449,0.000000,False
3,4,(1 AND 2),(1 AND 2) OR (1 AND 3) OR (2 AND 3 AND 4),0,449,0.000000,False
3,4,(1 AND 2),(1 AND 2) OR (3 AND 4),0,449,0.000000,False
3,4,(1 AND 2),(1 AND 2) OR (1 AND 3 AND 4),0,449,0.000000,False
3,4,(1 AND 2),(1 AND 2) OR (1 AND 3 AND 4) OR (2 AND 3 AND 4),0,449,0.000000,False
3,4,(1 AND 2),(1 AND 2 AND 3),0,449,0.000000,False
3,4,(1 AND 2),(1 AND 2 AND 3) OR (1 AND 2 AND 4),46,449,0.102450,True
3,4,(1 AND 2),(1 AND 2 AND 3) OR (1 AND 2 AND 4) OR (1 AND 3 AND 4),153,449,0.340757,True
3,4,(1 AND 2),(1 AND 2 AND 3) OR (1 AND 2 AND 4) OR (1 AND 3 AND 4) OR (2 AND 3 AND 4),235,449,0.523385,True
3,4,(1 AND 2),(1 AND 2 AND 3 AND 4),0,449,0.000000,False
3,4,(1 AND 2) OR (1 AND 3),(1),0,677,0.000000,False
3,4,(1 AND 2) OR (1 AND 3),(1) OR (2),0,677,0.000000,False
3,4,(1 AND 2) OR (1 AND 3),(1) OR (2) OR (3),0,677,0.000000,False
3,4,(1 AND 2) OR (1 AND 3),(1) OR (2) OR (3) OR (4),0,677,0.000000,False
3,4,(1 AND 2) OR (1 AND 3),(1) OR (2) OR (3 AND 4),0,677,0.000000,False
3,4,(1 AND 2) OR (1 AND 3),(1) OR (2 AND 3),0,677,0.000000,False
3,4,(1 AND 2) OR (1 AND 3),(1) OR (2 AND 3) OR (2 AND 4),0,677,0.000000,False
3,4,(1 AND 2) OR (1 AND 3),(1) OR (2 AND 3) OR (2 AND 4) OR (3 AND 4),0,677,0.000000,False
3,4,(1 AND 2) OR (1 AND 3),(1) OR (2 AND 3 AND 4),0,677,0.000000,False
3,4,(1 AND 2) OR (1 AND 3),(1 AND 2),0,677,0.000000,False
3,4,(1 AND 2) OR (1 AND 3),(1 AND 2) OR (1 AND 3),0,677,0.000000,False
3,4,(1 AND 2) OR (1 AND 3),(1 AND 2) OR (1 AND 3) OR (2 AND 3),0,677,0.000000,False
3,4,(1 AND 2) OR (1 AND 3),(1 AND 2) OR (1 AND 3) OR (2 AND 3) OR (1 AND 4),0,677,0.000000,False
3,4,(1 AND 2) OR (1 AND 3),(1 AND 2) OR (1 AND 3) OR (2 AND 3) OR (1 AND 4) OR (2 AND 4),0,677,0.000000,False
3,4,(1 AND 2) OR (1 AND 3),(1 AND 2) OR (1 AND 3) OR (2 AND 3) OR (1 AND 4) OR (2 AND 4) OR (3 AND 4),0,677,0.000000,False
3,4,(1 AND 2) OR (1 AND 3),(1 AND 2) OR (1 AND 3) OR (1 AND 4),2,677,0.002954,True
3,4,(1 AND 2) OR (1 AND 3),(1 AND 2) OR (1 AND 3) OR (1 AND 4) OR (2 AND 3 AND 4),0,677,0.000000,False
3,4,(1 AND 2) OR (1 AND 3),(1 AND 2) OR (1 AND 3) OR (2 AND 4),0,677,0.000000,False
3,4,(1 AND 2) OR (1 AND 3),(1 AND 2) OR (1 AND 3) OR (2 AND 4) OR (3 AND 4),0,677,0.000000,False
3,4,(1 AND 2) OR (1 AND 3),(1 AND 2) OR (1 AND 3) OR (2 AND 3 AND 4),0,677,0.000000,False
3,4,(1 AND 2) OR (1 AND 3),(1 AND 2) OR (3 AND 4),3,677,0.004431,True
3,4,(1 AND 2) OR (1 AND 3),(1 AND 2) OR (1 AND 3 AND 4),2,677,0.002954,True
3,4,(1 AND 2) OR (1 AND 3),(1 AND 2) OR (1 AND 3 AND 4) OR (2 AND 3 AND 4),24,677,0.035451,True
3,4,(1 AND 2) OR (1 AND 3),(1 AND 2 AND 3),0,677,0.000000,False
3,4,(1 AND 2) OR (1 AND 3),(1 AND 2 AND 3) OR (1 AND 2 AND 4),0,677,0.000000,False
3,4,(1 AND 2) OR (1 AND 3),(1 AND 2 AND 3) OR (1 AND 2 AND 4) OR (1 AND 3 AND 4),3,677,0.004431,True
3,4,(1 AND 2) OR (1 AND 3),(1 AND 2 AND 3) OR (1 AND 2 AND 4) OR (1 AND 3 AND 4) OR (2 AND 3 AND 4),643,677,0.949778,True
3,4,(1 AND 2) OR (1 AND 3),(1 AND 2 AND 3 AND 4),0,677,0.000000,False
3,4,(1 AND 2) OR (1 AND 3) OR (2 AND 3),(1),8,4661,0.001716,False
3,4,(1 AND 2) OR (1 AND 3) OR (2 AND 3),(1) OR (2),0,4661,0.000000,False
3,4,(1 AND 2) OR (1 AND 3) OR (2 AND 3),(1) OR (2) OR (3),0,4661,0.000000,False
3,4,(1 AND 2) OR (1 AND 3) OR (2 AND 3),(1) OR (2) OR (3) OR (4),0,4661,0.000000,False
3,4,(1 AND 2) OR (1 AND 3) OR (2 AND 3),(1) OR (2) OR (3 AND 4),0,4661,0.000000,False
3,4,(1 AND 2) OR (1 AND 3) OR (2 AND 3),(1) OR (2 AND 3),0,4661,0.000000,False
3,4,(1 AND 2) OR (1 AND 3) OR (2 AND 3),(1) OR (2 AND 3) OR (2 AND 4),0,4661,0.000000,False
3,4,(1 AND 2) OR (1 AND 3) OR (2 AND 3),(1) OR (2 AND 3) OR (2 AND 4) OR (3 AND 4),0,4661,0.000000,False
3,4,(1 AND 2) OR (1 AND 3) OR (2 AND 3),(1) OR (2 AND 3 AND 4),0,4661,0.000000,False
3,4,(1 AND 2) OR (1 AND 3) OR (2 AND 3),(1 AND 2),0,4661,0.000000,False
3,4,(1 AND 2) OR (1 AND 3) OR (2 AND 3),(1 AND 2) OR (1 AND 3),0,4661,0.000000,False
3,4,(1 AND 2) OR (1 AND 3) OR (2 AND 3),(1 AND 2) OR (1 AND 3) OR (2 AND 3),810,4661,0.173782,False
3,4,(1 AND 2) OR (1 AND 3) OR (2 AND 3),(1 AND 2) OR (1 AND 3) OR (2 AND 3) OR (1 AND 4),108,4661,0.023171,True
3,4,(1 AND 2) OR (1 AND 3) OR (2 AND 3),(1 AND 2) OR (1 AND 3) OR (2 AND 3) OR (1 AND 4) OR (2 AND 4),126,4661,0.027033,True
3,4,(1 AND 2) OR (1 AND 3) OR (2 AND 3),(1 AND 2) OR (1 AND 3) OR (2 AND 3) OR (1 AND 4) OR (2 AND 4) OR (3 AND 4),1076,4661,0.230852,True
3,4,(1 AND 2) OR (1 AND 3) OR (2 AND 3),(1 AND 2) OR (1 AND 3) OR (1 AND 4),0,4661,0.000000,False
3,4,(1 AND 2) OR (1 AND 3) OR (2 AND 3),(1 AND 2) OR (1 AND 3) OR (1 AND 4) OR (2 AND 3 AND 4),810,4661,0.173782,False
3,4,(1 AND 2) OR (1 AND 3) OR (2 AND 3),(1 AND 2) OR (1 AND 3) OR (2 AND 4),89,4661,0.019095,True
3,4,(1 AND 2) OR (1 AND 3) OR (2 AND 3),(1 AND 2) OR (1 AND 3) OR (2 AND 4) OR (3 AND 4),162,4661,0.034756,True
3,4,(1 AND 2) OR (1 AND 3) OR (2 AND 3),(1 AND 2) OR (1 AND 3) OR (2 AND 3 AND 4),108,4661,0.023171,True
3,4,(1 AND 2) OR (1 AND 3) OR (2 AND 3),(1 AND 2) OR (3 AND 4),162,4661,0.034756,True
3,4,(1 AND 2) OR (1 AND 3) OR (2 AND 3),(1 AND 2) OR (1 AND 3 AND 4),0,4661,0.000000,False
3,4,(1 AND 2) OR (1 AND 3) OR (2 AND 3),(1 AND 2) OR (1 AND 3 AND 4) OR (2 AND 3 AND 4),126,4661,0.027033,True
3,4,(1 AND 2) OR (1 AND 3) OR (2 AND 3),(1 AND 2 AND 3),0,4661,0.000000,False
3,4,(1 AND 2) OR (1 AND 3) OR (2 AND 3),(1 AND 2 AND 3) OR (1 AND 2 AND 4),0,4661,0.000000,False
3,4,(1 AND 2) OR (1 AND 3) OR (2 AND 3),(1 AND 2 AND 3) OR (1 AND 2 AND 4) OR (1 AND 3 AND 4),0,4661,0.000000,False
3,4,(1 AND 2) OR (1 AND 3) OR (2 AND 3),(1 AND 2 AND 3) OR (1 AND 2 AND 4) OR (1 AND 3 AND 4) OR (2 AND 3 AND 4),1076,4661,0.230852,True
3,4,(1 AND 2) OR (1 AND 3) OR (2 AND 3),(1 AND 2 AND 3 AND 4),0,4661,0.000000,False
3,4,(1 AND 2 AND 3),(1),0,560,0.000000,False
3,4,(1 AND 2 AND 3),(1) OR (2),0,560,0.000000,False
3,4,(1 AND 2 AND 3),(1) OR (2) OR (3),0,560,0.000000,False
3,4,(1 AND 2 AND 3),(1) OR (2) OR (3) OR (4),0,560,0.000000,False
3,4,(1 AND 2 AND 3),(1) OR (2) OR (3 AND 4),0,560,0.000000,False
3,4,(1 AND 2 AND 3),(1) OR (2 AND 3),0,560,0.000000,False
3,4,(1 AND 2 AND 3),(1) OR (2 AND 3) OR (2 AND 4),0,560,0.000000,False
3,4,(1 AND 2 AND 3),(1) OR (2 AND 3) OR (2 AND 4) OR (3 AND 4),0,560,0.000000,False
3,4,(1 AND 2 AND 3),(1) OR (2 AND 3 AND 4),0,560,0.000000,False
3,4,(1 AND 2 AND 3),(1 AND 2),0,560,0.000000,False
3,4,(1 AND 2 AND 3),(1 AND 2) OR (1 AND 3),0,560,0.000000,False
3,4,(1 AND 2 AND 3),(1 AND 2) OR (1 AND 3) OR (2 AND 3),0,560,0.000000,False
3,4,(1 AND 2 AND 3),(1 AND 2) OR (1 AND 3) OR (2 AND 3) OR (1 AND 4),0,560,0.000000,False
3,4,(1 AND 2 AND 3),(1 AND 2) OR (1 AND 3) OR (2 AND 3) OR (1 AND 4) OR (2 AND 4),0,560,0.000000,False
3,4,(1 AND 2 AND 3),(1 AND 2) OR (1 AND 3) OR (2 AND 3) OR (1 AND 4) OR (2 AND 4) OR (3 AND 4),0,560,0.000000,False
3,4,(1 AND 2 AND 3),(1 AND 2) OR (1 AND 3) OR (1 AND 4),0,560,0.000000,False
3,4,(1 AND 2 AND 3),(1 AND 2) OR (1 AND 3) OR (1 AND 4) OR (2 AND 3 AND 4),0,560,0.000000,False
3,4,(1 AND 2 AND 3),(1 AND 2) OR (1 AND 3) OR (2 AND 4),0,560,0.000000,False
3,4,(1 AND 2 AND 3),(1 AND 2) OR (1 AND 3) OR (2 AND 4) OR (3 AND 4),0,560,0.000000,False
3,4,(1 AND 2 AND 3),(1 AND 2) OR (1 AND 3) OR (2 AND 3 AND 4),0,560,0.000000,False
3,4,(1 AND 2 AND 3),(1 AND 2) OR (3 AND 4),0,560,0.000000,False
3,4,(1 AND 2 AND 3),(1 AND 2) OR (1 AND 3 AND 4),0,560,0.000000,False
3,4,(1 AND 2 AND 3),(1 AND 2) OR (1 AND 3 AND 4) OR (2 AND 3 AND 4),0,560,0.000000,False
3,4,(1 AND 2 AND 3),(1 AND 2 AND 3),94,560,0.167857,True
3,4,(1 AND 2 AND 3),(1 AND 2 AND 3) OR (1 AND 2 AND 4),113,560,0.201786,True
3,4,(1 AND 2 AND 3),(1 AND 2 AND 3) OR (1 AND 2 AND 4) OR (1 AND 3 AND 4),58,560,0.103571,True
3,4,(1 AND 2 AND 3),(1 AND 2 AND 3) OR (1 AND 2 AND 4) OR (1 AND 3 AND 4) OR (2 AND 3 AND 4),130,560,0.232143,True
3,4,(1 AND 2 AND 3),(1 AND 2 AND 3 AND 4),165,560,0.294643,True
